id,judul_kkn,waktu_pelaksanaan,url_pemberitaan,laporan_akhir_kkn,url_video_aktivitas_kkn,url_laporan_akhir,periodesem,nama_kelurahan_desa,desa_text,nama_kecamatan,nama_kota_kabupaten,nama_provinsi,latitude,longitude,lokasi
464,PENDAMPINGAN SINERGIS DAN BERKELANJUTAN TERHADAP PELAKU USAHA WARUNG MAKAN DI SURABAYA GUNA MENDUKUNG PROSES SERTIFIKASI HALAL,2022-05-23,https://www.beritabangsa.com/ekonomi-bisnis/tim-kkn-its-bantu-sertifikasi-halal-belasan-umkm/,7294f71a1453e46e7e992c0b6505370f,https://youtu.be/bhID2FBkG0s,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=7294f71a1453e46e7e992c0b6505370f,20212,,,,KOTA SURABAYA,JAWA TIMUR,-7.3187579,112.6984342," , KECAMATAN , KOTA SURABAYA, PROVINSI JAWA TIMUR"
76,KKNT RECON KEMDIKBUD: PROGRAM EDUKASI MASYARAKAT TERKAIT PENTINGNYA IMPLEMENTASI  PROTOKOL KESEHATAN SEBAGAI PENCEGAHAN PENYEBARAN COVID-19  DI  ERA NEW NORMAL,2020-08-17,https://www.its.ac.id/news/2020/10/13/kknt-its-edukasi-masyarakat-secara-daring/,f203180d08f19b1c3e5b01f83c348c86,https://youtu.be/IKPjx00qitM,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=f203180d08f19b1c3e5b01f83c348c86,20201,,CEPU,CEPU,KABUPATEN BLORA,JAWA TENGAH,-7.1671627,111.5344403,"CEPU , KECAMATAN CEPU, KABUPATEN BLORA, PROVINSI JAWA TENGAH"
289,SOSIALIASI HALAL DAN PENDAMPINGAN SERTIFIKASI HALAL UNTUK USAHA MIKRO PEMOTONGAN AYAM,2021-08-08,https://www.its.ac.id/news/2021/09/06/its-dampingi-umk-pemotongan-ayam-raih-sertifikasi-halal/,0d6574f93da2f3d1fa7b85311df57ba8,https://www.youtube.com/watch?v=5Hp0xkGKQNE,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=0d6574f93da2f3d1fa7b85311df57ba8,20211,,JETAK,NOGOSARI,KABUPATEN BOYOLALI,JAWA TENGAH,-7.404200831407517,110.77224760654579,"JETAK , KECAMATAN NOGOSARI, KABUPATEN BOYOLALI, PROVINSI JAWA TENGAH"
340,PUPUK ORGANIK CAIR DARI LIMBAH AIR KELAPA TUA DAN INTEGRASINYA SECARA AQUAPONIK,2021-06-26,https://www.its.ac.id/news/2021/11/22/poc-its-green-solusi-limbah-air-kelapa-dari-its/,9100be328b250241e8f7e6976c0ac800,https://www.youtube.com/watch?v=SIyyumV3ZWQ,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=9100be328b250241e8f7e6976c0ac800,20202,,MUNENG,BALONG,KABUPATEN PONOROGO,JAWA TIMUR,-7.912682639638297,111.4331970067462,"MUNENG , KECAMATAN BALONG, KABUPATEN PONOROGO, PROVINSI JAWA TIMUR"
262,"PEMBUATAN ALAT PEMBASMI HAMA SERANGGA BERBASIS ULTRASONIC WAVE DAN LIGHT TRAP DENGAN SUMBER ENERGI SOLAR PANEL SEBAGAI UPAYA MENINGKATKAN PEMBERDAYAAN PRODUKTIVITAS PETANI DI DESA PEPE, PURWOREJO",2021-06-11,https://www.its.ac.id/news/2021/09/24/tim-kkn-its-kembangkan-alat-pembasmi-hama/,ee0ae6cefe584a4b2c09d808a0f0ea82,https://www.youtube.com/watch?v=T25_UyMUKEU,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=ee0ae6cefe584a4b2c09d808a0f0ea82,20202,,PEPE,PITURUH,KABUPATEN PURWOREJO,JAWA TENGAH,-7.700774192976898,109.84370981250463,"PEPE , KECAMATAN PITURUH, KABUPATEN PURWOREJO, PROVINSI JAWA TENGAH"
72,KKNT RECON KEMDIKBUD: KEGIATAN LITERASI DAN NUMERASI DENGAN PENDAMPINGAN BELAJAR SISWA  SEKOLAH DASAR DENGAN DIKEMAS SECARA MENYENANGKAN DENGAN METODE HOME VISIT,2020-08-17,https://www.its.ac.id/news/2020/10/14/kknt-22-its-bantu-pembelajaran-sd-di-ponorogo/,e6ba127edc7ab5249b624c696eb5556b,https://youtu.be/9nlLrzhI7sI,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=e6ba127edc7ab5249b624c696eb5556b,20201,,NGEBEL,NGEBEL,KABUPATEN PONOROGO,JAWA TIMUR,-7.8022785,111.6000303,"NGEBEL , KECAMATAN NGEBEL, KABUPATEN PONOROGO, PROVINSI JAWA TIMUR"
152,"Kuliah Kerja Nyata Sosialisasi Berbagai Proses Pembuatan VCO, Cara Pengemasan dan Pemasarannya Melalui Media Sosial Pada Kelompok Tani Mekarsari",2020-08-07,https://lintasjatimnews.com/2020/09/20/kkn-its-2020-berdayakan-kelompok-tani-mekarsari/,1e42cac10caa0096a551553b3505448b,https://www.youtube.com/watch?v=EX_eaHZzItM&amp;feature=youtu.be,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=1e42cac10caa0096a551553b3505448b,20201,,TUMPUK,TUGU,KABUPATEN TRENGGALEK,JAWA TIMUR,-8.05936,111.6349277,"TUMPUK , KECAMATAN TUGU, KABUPATEN TRENGGALEK, PROVINSI JAWA TIMUR"
176,KKN ABMAS INSTALASI PEMBANGKIT LISTRIK TENAGA MIKROHIDRO,2020-08-10,https://www.its.ac.id/news/2020/12/18/bantu-ekonomi-desa-its-kembangkan-pembangkit-listrik-tenaga-mikrohidro/,113755925015ba60a9d50ce3f5d24e4e,https: //youtu.be/SjxEn5UW4T4,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=113755925015ba60a9d50ce3f5d24e4e,20201,,PUNCU,PUNCU,KABUPATEN KEDIRI,JAWA TIMUR,-7.8567567,112.1673302,"PUNCU , KECAMATAN PUNCU, KABUPATEN KEDIRI, PROVINSI JAWA TIMUR"
301,INSTALASI PEMBANGKIT LISTRIK TENAGA SURYA DESA PUNCU KECAMATAN PUNCU KABUPATEN KEDIRI,2021-09-11,https://www.its.ac.id/news/2021/12/13/its-kembangkan-plts-untuk-kecamatan-puncu/,8ea2e3e3bc9511aa6cade4fb6ea4da54,https://www.youtube.com/watch?v=hAXyPjw2bPs,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=8ea2e3e3bc9511aa6cade4fb6ea4da54,20211,,PUNCU,PUNCU,KABUPATEN KEDIRI,JAWA TIMUR,-7.879203356579158,112.27911242196083,"PUNCU , KECAMATAN PUNCU, KABUPATEN KEDIRI, PROVINSI JAWA TIMUR"
26,"PEMBUATAN WEBSITE DESA SEBAGAI UPAYA PROMOSI POTENSI SUMBER DAYA ALAM DAN PARIWISATA DI DESA PUNCU, KECAMATAN PUNCU, KABUPATEN KEDIRI, JAWA TIMUR",2020-03-02,https://www.its.ac.id/news/2020/06/02/terus-berkarya-its-jalani-kkn-daring-di-tengah-wabah-covid-19/,28389d3e590ab2bbf338eff475f04e57,https://www.youtube.com/watch?v=Rwrl2S_AQAc,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=28389d3e590ab2bbf338eff475f04e57,20192,,PUNCU,PUNCU,KABUPATEN KEDIRI,JAWA TIMUR,-7.8512265,112.1810807,"PUNCU , KECAMATAN PUNCU, KABUPATEN KEDIRI, PROVINSI JAWA TIMUR"
222,KKN Mandiri PENERAPAN EDUCATIONAL TECHNOLOGY DALAM MENJAGA LOCAL WISDOM PONDOK PESANTREN SALAFIYAH UNTUK MEWUJUDKAN PENINGKATAN MUTU PENDIDIKAN SECARA BERKELANJUTAN PONDOK PESANTREN FATHUL ULUM,2020-07-21,https://www.its.ac.id/news/2021/03/09/tingkatkan-kualitas-pembelajaran-kkn-its-buat-video-interaktif/,cfd6991e346efc7326c16c9c1c77fb91,https://www.youtube.com/watch?v=vJrlyKruSUY,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=cfd6991e346efc7326c16c9c1c77fb91,20201,,KRENCENG,KEPUNG,KABUPATEN KEDIRI,JAWA TIMUR,-7.8424482,112.2001507,"KRENCENG , KECAMATAN KEPUNG, KABUPATEN KEDIRI, PROVINSI JAWA TIMUR"
92,"KKNT RECON KEMDIKBUD: Penyusunan Sistem Informasi  Desa Dungus, Kecamatan Kunjang, Kabupaten Kediri",2020-08-24,https://www.its.ac.id/news/2020/10/19/mahasiswa-its-bantu-kegiatan-belajar-mengajar-di-kabupaten-kediri/,8bbace8543f0598eb1e1204f9ca4672d,https://youtu.be/1Nw7AxZk7ck,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=8bbace8543f0598eb1e1204f9ca4672d,20201,,DUNGUS,KUNJANG,KABUPATEN KEDIRI,JAWA TIMUR,-7.6720716,112.1852824,"DUNGUS , KECAMATAN KUNJANG, KABUPATEN KEDIRI, PROVINSI JAWA TIMUR"
483,PENGEMBANGAN DESAIN KEMASAN DAN MARKETING PRODUK USAHA MIKROKECIL DAN MENENGAH UNTUK PENINGKATAN PENJUALAN DAN PENDAPATAN USAHA DI KABUPATEN LUMAJANG,2022-07-12,https://www.its.ac.id/pdpm/id/2022/07/25/abmas-kkn-lumajang-membantu-peningkatan-usaha-umkm/,29412154c5784bb64de025098113c67a,https://youtu.be/-R-AtLGNLTQ,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=29412154c5784bb64de025098113c67a,20221,,,LUMAJANG,KABUPATEN LUMAJANG,JAWA TIMUR,-8.1409718,113.1608962," , KECAMATAN LUMAJANG, KABUPATEN LUMAJANG, PROVINSI JAWA TIMUR"
48,"KKNT RECON KEMDIKBUD: KKN RELAWAN DESA LAWAN COVID-19 DESA TUNGLUR, KECAMATAN BADAS, KABUPATEN KEDIRI, JAWA TIMUR",2020-04-12,https://www.its.ac.id/news/2020/05/27/kkn-model-baru-di-masa-pandemi-its-rekrut-relawan-desa/,35315997b5f4d138efaf44035deb9b54,https://youtu.be/CIFh88My1H4,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=35315997b5f4d138efaf44035deb9b54,20192,,TUNGLUR,BADAS,KABUPATEN KEDIRI,JAWA TIMUR,-7.7251976,112.1799584,"TUNGLUR , KECAMATAN BADAS, KABUPATEN KEDIRI, PROVINSI JAWA TIMUR"
499,PEMETAAN UMKM PASCA PANDEMI COVID-19 BERBASIS SISTEM INFORMASI GEOGRAFIS (SIG),2022-06-27,https://dewanpers.or.id/data/perusahaanpers,387c8f6e5658e47d40abced41c3b553a,URL Youtube DRPM,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=387c8f6e5658e47d40abced41c3b553a,20212,,,SINGOSARI,KABUPATEN MALANG,JAWA TIMUR,-7.8477388,112.3898381," , KECAMATAN SINGOSARI, KABUPATEN MALANG, PROVINSI JAWA TIMUR"
273,PELATIHAN PENDATAAN DESA UNTUK MENDUKUNG PROGRAM SDGs DESA DI KABUPATEN SIDOARJO,2021-08-27,https://www.its.ac.id/news/2021/10/19/its-gelar-pelatihan-pendataan-sdgs-di-kabupaten-sidoarjo/,4428caadebc4f0225f1e74e32b551230,https://www.youtube.com/watch?v=Fy_BtUDQhVw,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=4428caadebc4f0225f1e74e32b551230,20211,,JABON ROWO,KREMBUNG,KABUPATEN SIDOARJO,JAWA TIMUR,-7.505133981838409,112.63739922939531,"JABON ROWO , KECAMATAN KREMBUNG, KABUPATEN SIDOARJO, PROVINSI JAWA TIMUR"
22,"OPTIMALISASI PENCEGAHAN COVID-19 MELALUI PENJAGAAN, PENYALURAN LOGISTIK, DAN ANALISIS PERILAKU HIDUP SEHAT",2020-05-09,https://www.its.ac.id/news/2020/05/27/kkn-model-baru-di-masa-pandemi-its-rekrut-relawan-desa/,1079135ec6fb3f9c71786ecfa602924e,https://www.youtube.com/watch?v=vcIUGmBvpCo&amp;t=22s,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=1079135ec6fb3f9c71786ecfa602924e,20192,,SEMBUNG,PERAK,KABUPATEN JOMBANG,JAWA TIMUR,-7.5853535,112.1611618,"SEMBUNG , KECAMATAN PERAK, KABUPATEN JOMBANG, PROVINSI JAWA TIMUR"
293,Rancang Bangun Pengendali Hama Tanaman Bawang Berbasis Spektrum Cahaya Menggunakan Lampu LED Dengan Panel Surya Sebagai Sumber Tegangan,2021-08-25,https://www.its.ac.id/news/2021/11/25/kkn-its-ciptakan-alat-pengendali-hama-berbasis-spektrum-cahaya/,a3afa77ce2ae3ed1ec8655484fa0b7e9,https://www.youtube.com/watch?v=pFXS6C6ZvjM,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=a3afa77ce2ae3ed1ec8655484fa0b7e9,20211,,BUNGUR,SUKOMORO,KABUPATEN NGANJUK,JAWA TIMUR,-7.581792415986807,111.96079497796114,"BUNGUR , KECAMATAN SUKOMORO, KABUPATEN NGANJUK, PROVINSI JAWA TIMUR"
137,Pemetaan Desa menggunakan Metode Partisipatif untuk Pembangunan Desa dan Kawasan,2020-08-10,https://www.its.ac.id/news/2020/11/12/dosen-its-ciptakan-peta-untuk-pengembangan-desa-tertinggal/,87a98cda20ea86161551c92733f91c4f,https://www.youtube.com/watch?v=-Scr06nCDHc&amp;feature=youtu.be&amp;ab_channel=DRPMITS,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=87a98cda20ea86161551c92733f91c4f,20201,,NGEPUNG,LENGKONG,KABUPATEN NGANJUK,JAWA TIMUR,-7.5514027,112.0659003,"NGEPUNG , KECAMATAN LENGKONG, KABUPATEN NGANJUK, PROVINSI JAWA TIMUR"
450,Penguatan Kapasitas Perangkat Daerah dalam Menentukan Strategi Pencapaian IKU Daerah Kabupaten Tuban,2022-06-09,https://www.its.ac.id/news/2022/07/13/kkn-abmas-its-bantu-pemerintah-tuban-tuntaskan-kemiskinan/,ea2737527cdd23fc793affcf40eebba4,https://www.youtube.com/watch?v=siRZIdg5U6w,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=ea2737527cdd23fc793affcf40eebba4,20212,,,TUBAN,KABUPATEN TUBAN,JAWA TIMUR,-6.8934092,112.0253573," , KECAMATAN TUBAN, KABUPATEN TUBAN, PROVINSI JAWA TIMUR"
270,DETEKSI GERAKAN TANAH DALAM UPAYA PEMANTAUAN PERGESERAN TANAH OLEH BPBD,2021-06-13,https://www.its.ac.id/news/2021/12/22/kolaborasi-bpbd-jatim-dan-its-atasi-krisis-air-bersih/,0a14c8a4af187492acb37aa0f86bb2d8,https://www.youtube.com/watch?v=9dHPeCeLg2E&amp;t=37s,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=0a14c8a4af187492acb37aa0f86bb2d8,20202,,,KARANGBINANGUN,KABUPATEN LAMONGAN,JAWA TIMUR,-7.016568907525199,112.4644022224813," , KECAMATAN KARANGBINANGUN, KABUPATEN LAMONGAN, PROVINSI JAWA TIMUR"
282,PELATIHAN PENGOLAHAN DATA MONOGRAFI BAGI STAF KELURAHAN SE-KECAMATAN SUKOLILO KOTA SURABAYA,2021-04-05,https://nawacita.co/index.php/2021/12/30/kkn-mahasiswa-its-pelajari-data-monografi-di-kecamatan-sukolilo/,,https://www.youtube.com/watch?v=jvrtI62L5mU,,20202,,,SUKOLILO,KOTA SURABAYA,JAWA TIMUR,-7.285661308219715,112.81649024011794," , KECAMATAN SUKOLILO, KOTA SURABAYA, PROVINSI JAWA TIMUR"
67,KKNT RECON KEMDIKBUD: UPAYA SOSIALISASI PERAN PENTING KETERSEDIAAN TEMPAT CUCI TANGAN STRATEGIS DALAM MENJALANI ERA ADAPTASI KENORMALAN BARU DAN PENDAMPINGAN BELAJAR GRATIS UNTUK JENJANG PENDIDIKAN SEKOLAH DASAR,2020-08-19,https://bidiknasional.com/2020/10/mahasiswa-its-gelar-kkn-tematik-covid-19-secara-daring/,ad1fd651841edd6033267db87dd1cd8f,https://youtu.be/2ky25E6Hs9o,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=ad1fd651841edd6033267db87dd1cd8f,20201,,GUBENG,GUBENG,KOTA SURABAYA,JAWA TIMUR,-7.2726265,112.7449351,"GUBENG , KECAMATAN GUBENG, KOTA SURABAYA, PROVINSI JAWA TIMUR"
233,"KKN KOLABORASI Duta Perubahan Perilaku Covid-19  SOSIALISASI KEGIATAN 3M (MENJAGA JARAK, MENCUCI TANGAN, DAN MEMAKAI MASKER) SELAMA MASA PANDEMI COVID-19 DI KOTA SURABAYA OLEH DUTA PP SURABAYA",2020-11-21,https://www.its.ac.id/news/2021/03/31/mahasiswa-its-edukasi-masyarakat-taati-protokol-kesehatan/,,https://youtu.be/pV66RMKldik,,20201,,,DUKUH PAKIS,KOTA SURABAYA,JAWA TIMUR,-7.2915497,112.6828133," , KECAMATAN DUKUH PAKIS, KOTA SURABAYA, PROVINSI JAWA TIMUR"
267,Pelatihan Pembuatan Desain Kemasan dan Marketing untuk Peningkatan Penjualan Produk pada Masyarakat Pesisir dan Sekitarnya,2021-06-17,https://www.its.ac.id/news/2021/10/23/kkn-its-adakan-pelatihan-desain-produk-dan-pemasaran-produk-pesisir/,3d833985de9b2cad014cf03f1604a30b,https://youtu.be/FSaI1l1j6lM,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=3d833985de9b2cad014cf03f1604a30b,20202,,,KENJERAN,KOTA SURABAYA,JAWA TIMUR,-7.217422477976307,112.76870768947545," , KECAMATAN KENJERAN, KOTA SURABAYA, PROVINSI JAWA TIMUR"
278,Kelas Kreatif Online dengan Media Video Tutorial Seni dan Kerajinan untuk Anak Usia 6-7 tahun di Komunitas Kampung Nelayan Cumpat,2021-05-19,https://www.its.ac.id/news/2021/12/26/abmas-its-ajak-anak-berkreasi-lewat-kelas-kreatif-online/,5d9eadd2b0f3d0a08c02298bd7617764,https://www.youtube.com/watch?v=seLk42R4mi0,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=5d9eadd2b0f3d0a08c02298bd7617764,20202,,,KENJERAN,KOTA SURABAYA,JAWA TIMUR,-7.217769023710683,112.76872835749602," , KECAMATAN KENJERAN, KOTA SURABAYA, PROVINSI JAWA TIMUR"
219,KKN Abmas Pengembangan Value Proposition Usaha Souvenir dan Produksi Heritage,2020-03-01,https://malang.suaraindonesia.co.id/news/pendidikan/5f7dd97109e84/tim-kkn-peneluv-its-surabaya-ciptakan-bisnis-cinderamata-kampung-peneleh-berbasis-sociopreneurship,d8a0b6241f8a0f2cd2ce1ca910be4244,https://www.youtube.com/watch?v=mm-vcTLn-q4,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=d8a0b6241f8a0f2cd2ce1ca910be4244,20192,,Kampung Peneleh,GENTENG,KOTA SURABAYA,JAWA TIMUR,-7.2518443,112.7376526,"Kampung Peneleh , KECAMATAN GENTENG, KOTA SURABAYA, PROVINSI JAWA TIMUR"
220,KKN Abmas Upaya Peningkatan Nilai Produk Olahan Hasil Laut dan Partisipasi Gerakan Gemar Makan Ikan bagi Kelompok Wanita dan Anak Nelayan Kenjeran-Surabaya,2020-08-04,https://www.its.ac.id/tkelautan/kegiatan-pengabdian-masyarakat-upaya-peningkatan-nilai-produk-olahan-ikan-dan-partisipasi-gerakan-gemar-makan-ikan/,180c2cfc88974d242738e3cfc253d1ca,https://www.youtube.com/watch?v=w4F5oDpNa4Q,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=180c2cfc88974d242738e3cfc253d1ca,20201,,,KENJERAN,KOTA SURABAYA,JAWA TIMUR,-7.1906472,111.9312604," , KECAMATAN KENJERAN, KOTA SURABAYA, PROVINSI JAWA TIMUR"
68,KKNT RECON KEMDIKBUD: AKSI ADAPTASI “NEW NORMAL”  MENUJU MASYARAKAT TANGGUH COVID-19,2020-08-17,https://www.its.ac.id/news/2020/10/17/kknt-its-edukasi-pentingnya-pendidikan-dan-kesehatan-masyarakat/,25ad5db10a1efc029fd6d424f5344118,https://youtu.be/nwPJ6fPu-nk,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=25ad5db10a1efc029fd6d424f5344118,20201,,BAGEK LONGGEK,SELONG,KABUPATEN LOMBOK TIMUR,NUSA TENGGARA BARAT,-8.6516423,116.5128355,"BAGEK LONGGEK , KECAMATAN SELONG, KABUPATEN LOMBOK TIMUR, PROVINSI NUSA TENGGARA BARAT"
10,"Bamboo School Project In Collaboration With Stuttgart University, NU University and Hamzanwadi University",2020-02-10,https://www.its.ac.id/news/2020/03/22/bantu-pengelolaan-tahura-nuraksa-lewat-kkn-tematik/,21ad7bb1ef1d24f1950714e3e5a3aa28,https://youtu.be/OksPGe8mJ_E,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=21ad7bb1ef1d24f1950714e3e5a3aa28,20192,,Desa Rempek Darussalam,GANGGA,KABUPATEN LOMBOK UTARA,NUSA TENGGARA BARAT,-8.3363979,116.235931,"Desa Rempek Darussalam , KECAMATAN GANGGA, KABUPATEN LOMBOK UTARA, PROVINSI NUSA TENGGARA BARAT"
11,"Bamboo School Project In Collaboration With Stuttgart University, NU University and Hamzanwadi University",2020-02-23,https://www.its.ac.id/news/2020/06/04/sekolah-bambu-wujud-kesungguhan-its-membangun-kembali-lombok/,8a2f645e7161300aa73171b9bd265836,https://youtu.be/7a-QASQZqt8,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=8a2f645e7161300aa73171b9bd265836,20192,,Desa Rempek Darussalam,GANGGA,KABUPATEN LOMBOK UTARA,NUSA TENGGARA BARAT,-8.3363979,116.235931,"Desa Rempek Darussalam , KECAMATAN GANGGA, KABUPATEN LOMBOK UTARA, PROVINSI NUSA TENGGARA BARAT"
526,KKN KEBANGSAAN &amp; KKN BERSAMA KE-X TAHUN 2022,2022-07-17,https://balanganews.com/lintaskalteng/berita-73615/pengelolaan-desa-ramah-lingkungan-dengan-pembuatan-akuaponik.html,cb8e257e4e1aed2bc4eeb9c2cf5a799c,https://www.youtube.com/watch?v=lwMWZNFKLoA&amp;t=100s,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=cb8e257e4e1aed2bc4eeb9c2cf5a799c,20221,,,BASARANG,KABUPATEN KAPUAS,KALIMANTAN TENGAH,-2.948036,114.3211209," , KECAMATAN BASARANG, KABUPATEN KAPUAS, PROVINSI KALIMANTAN TENGAH"
329,Pengembangkan Kualitas Pendidikan di Kalimantan Utara Melalui Pembelajaran Robotik Dengan Menggunakan Metode Action Learning STEM Berbasis Alam Sekitar,2021-07-16,https://dewanpers.or.id/data/perusahaanpers,91ecd9cac60eab01fd3deb3099aa3fd7,https://www.youtube.com/watch?v=nMlCxT949uI,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=91ecd9cac60eab01fd3deb3099aa3fd7,20211,,,TARAKAN TENGAH,KOTA TARAKAN,KALIMANTAN UTARA,3.667999682453897,117.60143989886855," , KECAMATAN TARAKAN TENGAH, KOTA TARAKAN, PROVINSI KALIMANTAN UTARA"
60,KKNT RECON KEMDIKBUD: PENDAMPINGAN BISNIS MODEL PADA UKM RIAU TERPILIH  SEBAGAI UPAYA PENINGKATAN KESEJAHTERAAN EKONOMI,2020-08-17,https://www.its.ac.id/news/2020/10/17/mahasiswa-its-bantu-umkm-bertahan-di-tengah-pandemi/,10a5edd9c8d54413b3916a4d180af8a8,https://youtu.be/vwAz-5xfd88,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=10a5edd9c8d54413b3916a4d180af8a8,20201,LABUH BARU BARAT,,PAYUNG SEKAKI,KOTA PEKANBARU,RIAU,0.5154569,101.3739673," LABUH BARU BARAT, KECAMATAN PAYUNG SEKAKI, KOTA PEKANBARU, PROVINSI RIAU"
118,"KKNT RECON KEMDIKBUD: KITA BERSAMA, BERSATU MELAWAN CORONA BERSAMA KOMUNITAS FORKINDO DAN TIGA UMKM SETEMPAT DI KOTA PEKANBARU",2020-08-17,,f21353eb2370609278f93ba5c62fa4c5,https://www.youtube.com/watch?v=97thF-VpJHg&amp;feature=youtu.be,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=f21353eb2370609278f93ba5c62fa4c5,20201,KOTA BARU,,PEKANBARU KOTA,KOTA PEKANBARU,RIAU,0.528276,101.4395977," KOTA BARU, KECAMATAN PEKANBARU KOTA, KOTA PEKANBARU, PROVINSI RIAU"
422,Pendampingan Umkm Berbasis Makanan Dan Minuman Di Surabaya Secara Sinergis Dan Berkelanjutan Untuk Mendukung Proses Sertifikasi Halal Produk,2022-08-01,https://www.its.ac.id/news/2022/12/01/abmas-its-dampingi-sertifikasi-halal-berbagai-umkm-daerah/,016976bb1f1f57a4187e96880876834f,https://www.youtube.com/watch?v=Jats7-V6MEM&amp;t=6s&amp;ab_channel=DRPMITS,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=016976bb1f1f57a4187e96880876834f,20221,BUKIT DATUK,,DUMAI SELATAN,KOTA D U M A I,RIAU,1.6496248,101.3967673," BUKIT DATUK, KECAMATAN DUMAI SELATAN, KOTA D U M A I, PROVINSI RIAU"
240,KKN Kebangsaan: Membangkitkan Nilai-Nilai Kebangsaan Dan Kebersamaan Melalui Pemberdayaan Masyarakat Berbasis Agroindustri,2021-07-26,https://www.its.ac.id/news/2021/10/16/mahasiswa-its-bina-petani-tingkatkan-ketahanan-pangan/,32f451d2604c5cc13951531e1cba3fa8,https://youtu.be/c4CDUBaNfMU,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=32f451d2604c5cc13951531e1cba3fa8,20211,SIDO MUKTI,,DENDANG,KABUPATEN TANJUNG JABUNG TIMUR,JAMBI,-1.2013662,103.8745662," SIDO MUKTI, KECAMATAN DENDANG, KABUPATEN TANJUNG JABUNG TIMUR, PROVINSI JAMBI"
102,KKNT RECON KEMDIKBUD: PEMBANGUNAN PONDASI UMKM BERBASIS INOVASI DIGITAL BERKELANJUTAN  MENUJU MASYARAKAT TANGGUH COVID-19,2020-09-07,https://kumparan.com/galuh-pasha/kknt-its-bantu-umkm-di-jakarta-selatan-1uRMXeJXU28?utm_source=kumDesktop&amp;utm_medium=copy-to-clipboard&amp;utm_campaign=share&amp;shareID=hXAu3PjU3meg,b22a05d8e58e3668aee297918a03c87c,https://youtu.be/Jl1kwW_WN-A,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=b22a05d8e58e3668aee297918a03c87c,20201,CIPEDAK,,JAGAKARSA,KOTA JAKARTA SELATAN,DKI JAKARTA,-6.354617,106.7953153," CIPEDAK, KECAMATAN JAGAKARSA, KOTA JAKARTA SELATAN, PROVINSI DKI JAKARTA"
109,Relawan Covid 19 Kemdikbud MENINGKATAN KESADARAN SERTA PENGETAHUAN MENGENAI KESEHATAN MASYARAKAT DALAM MENGHADAPI ADAPTASI KEBIASAAN BARU DAN UPAYA MEMULIHKAN KETAHANAN EKONOMI PADA MASA PANDEMI COVID-19 DI LINGKUNGAN SOSIAL SEKITAR,2020-08-18,https://www.its.ac.id/news/2020/10/23/kknt-its-bantu-berantas-berita-bohong-seputar-covid-19/,8c8ca1451688a20938dd6e82348f8a7d,https://www.youtube.com/watch?v=JMs3OK3eCAo&amp;feature=youtu.be,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=8c8ca1451688a20938dd6e82348f8a7d,20201,PONDOK PINANG,,KEBAYORAN LAMA,KOTA JAKARTA SELATAN,DKI JAKARTA,-6.2757152,106.7610759," PONDOK PINANG, KECAMATAN KEBAYORAN LAMA, KOTA JAKARTA SELATAN, PROVINSI DKI JAKARTA"
