id,judul_kkn,waktu_pelaksanaan,url_pemberitaan,laporan_akhir_kkn,url_video_aktivitas_kkn,url_laporan_akhir,periodesem,nama_kelurahan_desa,desa_text,nama_kecamatan,nama_kota_kabupaten,nama_provinsi,latitude,longitude,lokasi
193,KKN Abmas PEMENUHAN TARGET ODF DI KELURAHAN KEPUTIH,2020-07-29,https://www.its.ac.id/news/2020/12/04/tingkatkan-kualitas-sanitasi-dosen-its-bangun-penampungan-tinja/,15fef69d3c99898f1380076c0d4add98,https://www.youtube.com/watch?v=-sYSaps6f3Q&amp;feature=youtu.be,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=15fef69d3c99898f1380076c0d4add98,20201,KEPUTIH,,SUKOLILO,KOTA SURABAYA,JAWA TIMUR,-7.2903597,112.7965538," KEPUTIH, KECAMATAN SUKOLILO, KOTA SURABAYA, PROVINSI JAWA TIMUR"
194,"KKN KOLABORASI Duta Perubahan Perilaku Covid-19 SOSIALISASI KEGIATAN 3M (MENJAGA JARAK, MENCUCI TANGAN, DAN MEMAKAI MASKER) SELAMA MASA PANDEMI COVID-19 DI KOTA SURABAYA OLEH DUTA PP SURABAYA",2020-11-21,https://www.its.ac.id/news/2021/02/15/kkn-its-bantu-lawan-pandemi-melalui-edukasi-masyarakat/,50397345fdd32ac11739a7a9b7c9701b,https://www.youtube.com/watch?v=eTsiLLTVa0w,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=50397345fdd32ac11739a7a9b7c9701b,20201,KEPUTIH,,SUKOLILO,KOTA SURABAYA,JAWA TIMUR,-7.2903171,112.7965538," KEPUTIH, KECAMATAN SUKOLILO, KOTA SURABAYA, PROVINSI JAWA TIMUR"
200,KKN KOLABORASI PTN JATIM PELATIHAN MANAJEMEN KEUANGAN UMKM KONSTRUKSI DI SURABAYA UNTUK KEBERLANJUTAN KINERJA USAHA,2020-07-29,https://radarbojonegoro.jawapos.com/read/2021/02/26/243908/its-kadin-surabaya-gelar-webinar-properti-konstruksi-new-normal,7ca2a020c589aa62b5c82ddc83ac9f79,https://www.youtube.com/watch?v=JZsCXf06ccE&amp;feature=youtu.be,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=7ca2a020c589aa62b5c82ddc83ac9f79,20201,KEPUTIH,Keputih,SUKOLILO,KOTA SURABAYA,JAWA TIMUR,-7.28066,112.7927514,"Keputih KEPUTIH, KECAMATAN SUKOLILO, KOTA SURABAYA, PROVINSI JAWA TIMUR"
207,"Kuliah Kerja Nyata Tematik Relawan Covid 19 Kemdikbud  PROGRAM WARUNG SEHAT ANTI CORONA GANG 3 DESA KEPUTIH KECAMATAN SUKOLILO, KOTA SURABAYA",2020-08-17,https://www.its.ac.id/news/2020/10/10/melalui-kkn-mahasiswa-its-bantu-tegakkan-protokol-kesehatan/,45ab29ef8f30f7ce9ea93deaaf414741,https://www.youtube.com/watch?v=Qonmp9-DBNM,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=45ab29ef8f30f7ce9ea93deaaf414741,20201,KEPUTIH,,SUKOLILO,KOTA SURABAYA,JAWA TIMUR,-7.2903171,112.7965538," KEPUTIH, KECAMATAN SUKOLILO, KOTA SURABAYA, PROVINSI JAWA TIMUR"
132,"Kuliah Kerja Nyata (KKN) Abmas DESA KEPUTIH , KECAMATAN SUKOLILO , KOTA SURABAYA",2020-08-10,https://www.its.ac.id/news/2020/11/30/its-wujudkan-kantin-sekolah-berkomitmen-halal-di-surabaya/,cda988d357aea2727e441ef6f89282e0,https://drive.google.com/drive/folders/1QuliqT46LLxspNXswVaC9NAuXUkfImYn,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=cda988d357aea2727e441ef6f89282e0,20201,KEPUTIH,,SUKOLILO,KOTA SURABAYA,JAWA TIMUR,-7.2903597,112.7965538," KEPUTIH, KECAMATAN SUKOLILO, KOTA SURABAYA, PROVINSI JAWA TIMUR"
134,RELAWAN DESA ITS MELAWAN COVID-19 AKTIVITAS KKN RELAWAN DESA ITS (PACKAGING FACE SHIELD),2020-05-26,https://www.its.ac.id/news/en/2020/03/24/its-producing-face-shield-mask-to-emergency-response-covid-19/,8cf58b2653aaa94f78138e13a9fad77c,https://www.youtube.com/watch?v=TJgYCwkpghk,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=8cf58b2653aaa94f78138e13a9fad77c,20192,KEPUTIH,,SUKOLILO,KOTA SURABAYA,JAWA TIMUR,-7.2903597,112.7965538," KEPUTIH, KECAMATAN SUKOLILO, KOTA SURABAYA, PROVINSI JAWA TIMUR"
161,KKN Abmas PELATIHAN PEMBUATAN DIGITAL MARKETING ONLINE DAN FOTO PRODUK DENGAN SMARTPHONE DI UMKM KAMPUNG BINAAN ASTRA KEPUTIH SURABAYA,2020-08-06,https://www.pressreader.com/indonesia/jawa-pos/20201202/282411286884174,2e1decabb73f2aa8dceed058427b98f8,https://youtu.be/otRUjbWh2g0,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=2e1decabb73f2aa8dceed058427b98f8,20201,KEPUTIH,,SUKOLILO,KOTA SURABAYA,JAWA TIMUR,-7.2903597,112.7965538," KEPUTIH, KECAMATAN SUKOLILO, KOTA SURABAYA, PROVINSI JAWA TIMUR"
162,KKN ABMAS: PELATIHAN PEMBUATAN VIDEO STORY TELLING  KELURAHAN  KEPUTIH  KECAMATAN SUKOLILO KOTA SURABAYA,2020-09-23,https://www.its.ac.id/news/2020/12/16/abmas -its-beri-pelatihanmembuat-video-storytelling-anak/,8eda99c47bbc95601bed54c3f670fbd8,https://www.youtube.com/watch?v=MOediF-bfm8,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=8eda99c47bbc95601bed54c3f670fbd8,20201,KEPUTIH,,SUKOLILO,KOTA SURABAYA,JAWA TIMUR,-7.2903597,112.7965538," KEPUTIH, KECAMATAN SUKOLILO, KOTA SURABAYA, PROVINSI JAWA TIMUR"
227,KKN Abmas Peningkatan Daya Saing Pendidik di Era Digital melalui Pelatihan Teknologi Multimedia dan Game untuk Bahan Pembelajaran di SMK Negeri 10 Surabaya,2020-09-14,https://www.its.ac.id/informatika/pengmasdif2020/,082c5e5135f1e15a0de7182b852344d4,https://youtu.be/yYGfMuLHjoA,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=082c5e5135f1e15a0de7182b852344d4,20201,KEPUTIH,Keputih Tegal,SUKOLILO,KOTA SURABAYA,JAWA TIMUR,-7.2756141,112.6426431,"Keputih Tegal KEPUTIH, KECAMATAN SUKOLILO, KOTA SURABAYA, PROVINSI JAWA TIMUR"
237,KKN Abmas Analisis dan Perbaikan Kurikulum Tata Busana RGI Surabaya PROGRAM PERBAIKAN KURIKULUM TATA BUSANA RGI SURABAYA,2020-09-24,https://www.its.ac.id/news/2021/02/26/ciptakan-media-pembelajaran-efektif-kkn-its-bantu-perbaiki-kurikulum-rgi/,d7b57770c61900b4aa37f7a72e2a0f46,https://youtu.be/VqwnSrbgxug,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=d7b57770c61900b4aa37f7a72e2a0f46,20201,KEPUTIH,Keputih,SUKOLILO,KOTA SURABAYA,JAWA TIMUR,-7.2754438,112.6426427,"Keputih KEPUTIH, KECAMATAN SUKOLILO, KOTA SURABAYA, PROVINSI JAWA TIMUR"
323,PENINGKATAN KOLABORASI RANTAI PASOK UNTUK MENDUKUNG KESIAPAN UMKM MENUJU TRANSFORMASI DIGITAL YANG BERSERTIFIKASI HALAL,2021-07-12,https://www.beritabangsa.com/2022/01/tim-kkn-its-bantu-sertifikasi-halal-umkm-makanan/,077df774aa02fb0a1c7c044c5ecaae05,https://www.youtube.com/watch?v=0JGxGItJpoM,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=077df774aa02fb0a1c7c044c5ecaae05,20211,KEPUTIH,Keputih,SUKOLILO,KOTA SURABAYA,JAWA TIMUR,-7.2811165,112.7952116,"Keputih KEPUTIH, KECAMATAN SUKOLILO, KOTA SURABAYA, PROVINSI JAWA TIMUR"
205,"KKN Abmas PENGEMBANGAN E-COMMERCE MULTI KANAL UNTUK UMKM PRODUK LOKAL DI SURABAYA KELURAHAN KEPUTIH KECAMATAN SUKOLILO, KOTA SURABAYA",2020-10-03,https://www.its.ac.id/news/2021/03/01/lewat-pengembangan-web-kkn-its-bantu-digitalisasi-umkm/,fb292e5ee1da7a0f1133338408f59520,https://www.youtube.com/watch?v=umr-Nw-KEhI&amp;feature=youtu.be,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=fb292e5ee1da7a0f1133338408f59520,20201,KEPUTIH,,SUKOLILO,KOTA SURABAYA,JAWA TIMUR,-7.2903171,112.7965538," KEPUTIH, KECAMATAN SUKOLILO, KOTA SURABAYA, PROVINSI JAWA TIMUR"
244,KKN-ABMAS PENGEMBANGAN WEBSITE PUSAT KAJIAN HALAL ITS SEBAGAI SARANA PUBLIKASI DAN PEMASARAN PRODUK HALAL UMKM BINAAN ITS,2021-07-03,https://www.its.ac.id/news/2021/11/09/its-sediakan-situs-informasi-produk-dan-umkm-binaan-halal/,df595cb54b1b93b357c3b2536f07fd88,https://www.youtube.com/watch?v=vBZvMSjMD74,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=df595cb54b1b93b357c3b2536f07fd88,20211,KEPUTIH,,SUKOLILO,KOTA SURABAYA,JAWA TIMUR,-7.294536254725053,112.81277298297593," KEPUTIH, KECAMATAN SUKOLILO, KOTA SURABAYA, PROVINSI JAWA TIMUR"
260,PENDAMPINGAN PENGURUSAN IJIN EDAR PRODUK UMKM DI KANTIN KAMPUS ITS,2021-07-30,https://radarbangsa.co.id/bantu-bangkit-di-masa-pandemi-dosen-dan-mahasiswa-its-dampingi-umkm-dapatkan-izin-edar/,ef88579b0a37a019a2a2de5be03cc62b,https://www.youtube.com/watch?v=k5QYfyWleEM,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=ef88579b0a37a019a2a2de5be03cc62b,20211,KEPUTIH,,SUKOLILO,KOTA SURABAYA,JAWA TIMUR,-7.279762168283739,112.79718142023863," KEPUTIH, KECAMATAN SUKOLILO, KOTA SURABAYA, PROVINSI JAWA TIMUR"
181,KEGIATAN KULIAH KERJA NYATA UNTUK PRODUKSI HANDSANITIZER DAN BAKTI SOSIAL SATUAN TUGAS COVID-19 ITS,2020-05-05,https://www.its.ac.id/news/2020/04/08/produksi-hand-sanitizer-its-suplai-ke-fasyankes/,33f1b172049480ee4bb21997a8e89e41,https://www.youtube.com/watch?v=wpXBCeHezzQ,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=33f1b172049480ee4bb21997a8e89e41,20192,KEPUTIH,,SUKOLILO,KOTA SURABAYA,JAWA TIMUR,-7.2903597,112.7965538," KEPUTIH, KECAMATAN SUKOLILO, KOTA SURABAYA, PROVINSI JAWA TIMUR"
333,Membangun Ekosistem Halal Kantin Asrama Institut Teknologi Sepuluh Nopember,2021-03-10,https://www.its.ac.id/news/2022/01/02/its-dampingi-kantin-asrama-raih-sertifikasi-halal/,aec7e60f7fc1b37dee3c681a6d790c3c,https://www.youtube.com/watch?v=2LHl74Icoc8,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=aec7e60f7fc1b37dee3c681a6d790c3c,20202,KEPUTIH,,SUKOLILO,KOTA SURABAYA,JAWA TIMUR,-7.288786478332512,112.79142167791109," KEPUTIH, KECAMATAN SUKOLILO, KOTA SURABAYA, PROVINSI JAWA TIMUR"
304,PELATIHAN PENGGUNAAN PERANGKAT LUNAK UNTUK  MEMPERMUDAH INTERAKSI PEMBELAJARAN DARING BAGI  GURU SEKOLAH MENENGAH,2021-01-30,https://edukasi.sindonews.com/read/524228/211/its-bantu-tingkatkan-kualitas-pembelajaran-daring-bagi-guru-sma-1630076933,9707475b891b2a3fae0bda7e3cb700d4,https://www.youtube.com/watch?v=Sv6jK_pbuBI,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=9707475b891b2a3fae0bda7e3cb700d4,20202,KEPUTIH,,SUKOLILO,KOTA SURABAYA,JAWA TIMUR,-7.280655438900134,112.79608737480106," KEPUTIH, KECAMATAN SUKOLILO, KOTA SURABAYA, PROVINSI JAWA TIMUR"
316,PEMBERDAYAAN MASYARAKAT RW 008 KELURAHAN KEPUTIH MELALUI PENERAPAN AQUAPONIK: PELATIHAN BUDIDAYA SERTA PEMBUATAN INSTALASINYA,2021-08-03,https://www.its.ac.id/news/2021/12/02/its-sosialisasikan-akuaponik-sebagai-upaya-pemberdayaan-masyarakat/,9e810fd0966601a009d5e859161a1281,https://www.youtube.com/watch?v=69XJBc8Tpq8,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=9e810fd0966601a009d5e859161a1281,20211,KEPUTIH,,SUKOLILO,KOTA SURABAYA,JAWA TIMUR,-7.295391876451432,112.80179213558208," KEPUTIH, KECAMATAN SUKOLILO, KOTA SURABAYA, PROVINSI JAWA TIMUR"
298,INOVASI MANAJEMEN BIAYA UMKM KONSTRUKSI DI SURABAYA UNTUK KETANGGUHAN USAHA DI MASA PANDEMI,2021-11-01,https://nusadaily.com/news/business/kadin-surabaya-bersama-ftspk-its-gelar-pelatihan-manajemen-biaya-bagi-pelaku-umkm.html,77158d60b839205925655bafbed278e9,https://www.youtube.com/watch?v=JnFOjrMGTng,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=77158d60b839205925655bafbed278e9,20211,KEPUTIH,,SUKOLILO,KOTA SURABAYA,JAWA TIMUR,-7.280447941647809,112.79265887791034," KEPUTIH, KECAMATAN SUKOLILO, KOTA SURABAYA, PROVINSI JAWA TIMUR"
50,"KKNT RECON KEMDIKBUD: EDUKASI KEBIASAAN HIDUP SEHAT KECAMATAN SUKOLILO, KELURAHAN GEBANG PUTIH",2020-08-17,https://klikjatim.com/kkn-online-mahasiwa-its-gelar-lomba-masak-virtual/,020067608749d0dc941870cf65723ac3,https://youtu.be/qWhkJ-tBa_g,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=020067608749d0dc941870cf65723ac3,20201,GEBANG PUTIH,,SUKOLILO,KOTA SURABAYA,JAWA TIMUR,-7.2819434,112.7831967," GEBANG PUTIH, KECAMATAN SUKOLILO, KOTA SURABAYA, PROVINSI JAWA TIMUR"
187,KKN Mandiri PELATIHAN PEMBUATAN KONTEN MULTIMEDIA UNTUK PENINGKATAN KETRAMPILAN TEKNIS BAGI ANAK USIA REMAJA DI YAYASAN PA ARIEF RAHMAN HAKIM SURABAYA,2020-04-01,https://beritalima.com/pelatihan-multimedia-pada-remaja-panti-asuhan-arief-rahman-hakim-surabaya/,b38319c2cb820b4dc67c6d8b5bf7e937,https://www.youtube.com/watch?v=Teje28btdRo&amp;feature=youtu.be,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=b38319c2cb820b4dc67c6d8b5bf7e937,20192,KLAMPIS NGASEM,,SUKOLILO,KOTA SURABAYA,JAWA TIMUR,-7.2887569,112.7683976," KLAMPIS NGASEM, KECAMATAN SUKOLILO, KOTA SURABAYA, PROVINSI JAWA TIMUR"
294,RANCANG BANGUN DASHBOARD DATA MONOGRAFI DESA,2021-05-08,https://nawacita.co/index.php/2021/12/30/perlunya-updating-rancang-bangun-dashboard-monografi-desa-kelurahan/?fbclid=IwAR3AREu0kH2mCCh1L7OTyUsiDaq3sM72Bk_if268mlU84aAC8DDy,564708f0617572ed3e4651f407f293af,https://www.youtube.com/watch?v=C5Birnq0_z4,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=564708f0617572ed3e4651f407f293af,20202,MENUR PUMPUNGAN,,SUKOLILO,KOTA SURABAYA,JAWA TIMUR,-7.2982694393891165,112.7702319706004," MENUR PUMPUNGAN, KECAMATAN SUKOLILO, KOTA SURABAYA, PROVINSI JAWA TIMUR"
86,KKNT RECON KEMDIKBUD: PENYADARAN PROTOKOL KESEHATAN SELAMA COVID-19 KEPADA  MASYARAKAT KECAMATAN SUKOLILO SECARA ONLINE DAN OFFLINE,2020-08-05,https://www.its.ac.id/news/2020/10/17/bantu-perangi-berita-bohong-covid-19-melalui-kknt/,386cbc6185abdeed5c5d15acaf76754e,https://youtu.be/PanhZczfM28,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=386cbc6185abdeed5c5d15acaf76754e,20201,MENUR PUMPUNGAN,,SUKOLILO,KOTA SURABAYA,JAWA TIMUR,-7.292476,112.7587952," MENUR PUMPUNGAN, KECAMATAN SUKOLILO, KOTA SURABAYA, PROVINSI JAWA TIMUR"
416,Pemberdayaan Wanita melalui Peningkatan Kualitas Produk UKM: Meningkatkan Kepercayaan dan Daya Saing Produk UKM dengan Perolehan Ijin Edar dan Sertifikasi Halal,2022-05-01,https://www.its.ac.id/news/2022/08/25/abmas-its-gencarkan-umkm-melakukan-sertifikasi-halal-self-declare/,7080563bfde34ea52e536749a9716409,https://www.youtube.com/watch?v=SWxpzAq88fI,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=7080563bfde34ea52e536749a9716409,20212,MULYOREJO,,MULYOREJO,KOTA SURABAYA,JAWA TIMUR,-7.2685691,112.7756309," MULYOREJO, KECAMATAN MULYOREJO, KOTA SURABAYA, PROVINSI JAWA TIMUR"
318,"PEMANFAATAN SISTEM HIDROPONIK DALAM PENERAPAN URBAN FARMING DI KECAMATAN MULYOREJO, SURABAYA",2021-09-01,https://www.its.ac.id/news/2021/12/26/kkn-its-bantu-tingkatkan-ketahanan-pangan-melalui-hidroponik/,dc0388d704030b06bb4f8d5543ff169a,https://www.youtube.com/watch?v=-giDEeIh72E,https://data.its.ac.id/file_server_its/kkn_download.php?object_id=dc0388d704030b06bb4f8d5543ff169a,20211,KEJAWEN PUTIH TAMBAK,,MULYOREJO,KOTA SURABAYA,JAWA TIMUR,-7.274928117143455,112.79987763558222," KEJAWEN PUTIH TAMBAK, KECAMATAN MULYOREJO, KOTA SURABAYA, PROVINSI JAWA TIMUR"
